item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,clean_description,clean_tags,clean_operating_hours,clean_operating_days,clean_closing_days,avg_price_rm,combined_text
EX35,Darau Wetland Eco Tourism,"A wetland conservation and river cruise site featuring mangrove tours, birdwatching, and cultural demonstrations.",wetland rivercruise ecotourism,Nature & Eco,Kota Kinabalu,Sabah,30,150,8 AM - 6 PM,Daily,Not Mentioned,4.8,HO224,Darau Eco Team,016-845 0426,https://evendo.com/locations/malaysia/kota-kinabalu/attraction/darau-wetland-eco-tourism,"A wetland conservation and river cruise site featuring mangrove tours, birdwatching, and cultural demonstrations.",wetland rivercruise ecotourism,8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,90,"Darau Wetland Eco Tourism wetland rivercruise ecotourism A wetland conservation and river cruise site featuring mangrove tours, birdwatching, and cultural demonstrations."
EX36,Dayak Bidayuh Traditional Costume,"Traditional attire of the Bidayuh people, featuring handwoven textiles and beadwork symbolizing their cultural heritage. (sarawaktourism.com)","costume, culture, heritage, dayak",Culture & Heritage,Siburan,Sarawak,150,400,9:00  AM - 5:00  PM,Mon - Sat,Sunday,4.8,HO4,Dayak Bidayuh Heritage,011-358 2209,https://sarawaktourism.com/attraction/bidayuh-culture,"Traditional attire of the Bidayuh people, featuring handwoven textiles and beadwork symbolizing their cultural heritage. (sarawaktourism.com)","costume, culture, heritage, dayak",9.00 a.m. - 5.00 p.m.,Monday - Saturday,Sunday,275,"Dayak Bidayuh Traditional Costume costume, culture, heritage, dayak Traditional attire of the Bidayuh people, featuring handwoven textiles and beadwork symbolizing their cultural heritage. (sarawaktourism.com)"
EX37,Dev's Adventure Tour Sdn Bhd,"Eco-adventure tour operator in Langkawi providing nature-based activities like cycling, trekking, and mangrove exploration.","eco tour, adventure, langkawi, kedah",Nature & Eco,Langkawi,Kedah,6,20,8.00  AM - 7.00  PM,Daily,Not Mentioned,4.7,HO141,Dev's Adventure Tours Sdn. Bhd.,019-494 9193,https://www.facebook.com/DevsAdventureTours/,"Eco-adventure tour operator in Langkawi providing nature-based activities like cycling, trekking, and mangrove exploration.","eco tour, adventure, langkawi, kedah",8.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,13,"Dev's Adventure Tour Sdn Bhd eco tour, adventure, langkawi, kedah Eco-adventure tour operator in Langkawi providing nature-based activities like cycling, trekking, and mangrove exploration."
EX38,D'Impian Agro Farm,"An agro-tourism attraction in Muar featuring a mini zoo, flower garden, melon farm, glamping, and family-friendly facilities. Offers motivational and school visit packages.","agro tourism, family, farm, glamping",Nature & Eco,"234, Jalan Muar, Kampung Sungai Belukang, 83610 Muar, Johor Darul Ta'zim",Johor,10,15,9.00 AM - 6.00  PM,Daily,Not Mentioned,4.3,HO184,D'Impian Agrofarm,011-1628 5534,https://dimpianagrofarm.com/,"An agro-tourism attraction in Muar featuring a mini zoo, flower garden, melon farm, glamping, and family-friendly facilities. Offers motivational and school visit packages.","agro tourism, family, farm, glamping",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,12.5,"D'Impian Agro Farm agro tourism, family, farm, glamping An agro-tourism attraction in Muar featuring a mini zoo, flower garden, melon farm, glamping, and family-friendly facilities. Offers motivational and school visit packages."
EX39,Dodol Warisan Hajah Tijah (Uncle D) Dodol Melaka,Famous dodol maker in Melaka preserving traditional cooking methods and flavors.,"dodol, traditional dessert, melaka",Food & Culinary,Ayer Paabas,Melaka,5,13,24 hours,Daily,Not Mentioned,5,HO31,Hajah Tijah,012-671 7488,https://www.tiktok.com/@dodolwarisanhajahtijah/video/7479359746349337863,Famous dodol maker in Melaka preserving traditional cooking methods and flavors.,"dodol, traditional dessert, melaka",24 hours,Daily,Not Mentioned,9,"Dodol Warisan Hajah Tijah (Uncle D) Dodol Melaka dodol, traditional dessert, melaka Famous dodol maker in Melaka preserving traditional cooking methods and flavors."
EX40,Dooran Dooran Orchard Tours,"Seasonal orchard visits and farm-to-table experiences in Raub, featuring durian tasting, orchard walks, and talks with local farmers about cultivation and seasonal cycles.","agritourism, durian, farm",Food & Culinary,"Raub, Pahang",Pahang,80,186,9 am - 6 pm,Seasonally,Seasonally,5,HO216,DooranDooran Sdn Bhd,018-361 4531,https://www.doorandooran.com/,"Seasonal orchard visits and farm-to-table experiences in Raub, featuring durian tasting, orchard walks, and talks with local farmers about cultivation and seasonal cycles.","agritourism, durian, farm",9.00 a.m. - 6.00 p.m.,Seasonally,Seasonally,133,"Dooran Dooran Orchard Tours agritourism, durian, farm Seasonal orchard visits and farm-to-table experiences in Raub, featuring durian tasting, orchard walks, and talks with local farmers about cultivation and seasonal cycles."
EX41,Eco Tourism Kampung Sungai Melayu,"Community-run eco-tourism business offering mangrove tours, wildlife viewing, and marine product sales.","ecotourism, mangrove, community-based",Nature & Eco,"eside Asam pedas (berdekatan klinik desa, Jalan Kampung Sungai Melayu, Kampung Sungai Melayu, 79503 Iskandar Puteri, Johor",Johor,0,35,9.00  AM - 4.00  PM,Daily,Not Mentioned,4.5,HO179,Koperasi Penduduk Kampung Sungai Melayu,011-6779 6693,https://www.facebook.com/people/Eco-Pelancongan-Kg-Sg-Melayu-Johor-Baharu/61563288885795/?mibextid=ZbWKwL,"Community-run eco-tourism business offering mangrove tours, wildlife viewing, and marine product sales.","ecotourism, mangrove, community-based",9.00 a.m. - 4.00 p.m.,Daily,Not Mentioned,17.5,"Eco Tourism Kampung Sungai Melayu ecotourism, mangrove, community-based Community-run eco-tourism business offering mangrove tours, wildlife viewing, and marine product sales."
EX42,Eko-Pelancongan Kg. Kolosunan,"A community-based eco-tourism village promoting local culture, waterfall hikes, and homestay experiences.",communitybasedtourism ecovillage sabah,Nature & Eco,Inanam,Sabah,50,200,7 AM - 5 PM,Daily,Not Mentioned,4.9,HO225,Kolosunan Community,016-307 9795,https://www.facebook.com/KolosunanEcotourism/,"A community-based eco-tourism village promoting local culture, waterfall hikes, and homestay experiences.",communitybasedtourism ecovillage sabah,7.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,125,"Eko-Pelancongan Kg. Kolosunan communitybasedtourism ecovillage sabah A community-based eco-tourism village promoting local culture, waterfall hikes, and homestay experiences."
EX43,Experience Mountain Village Life 3D2N Tour,"A unique experience in a Bidayuh village situated in the mountains. Spend time here with a trek waterfall, join the locals in a blowpipe game, immerse in cultural activities, or just gaze at the beautiful sunrise.","mountain, indigenous, eco",Nature & Eco,"Kuching, Sarawak",Sarawak,880,1350,Upon Booking,Upon Booking,Upon Booking,0,HO45,Backyard Tour,011-1584 1448,https://mybackyardtour.com/experience-mountain-village-life/,"A unique experience in a Bidayuh village situated in the mountains. Spend time here with a trek waterfall, join the locals in a blowpipe game, immerse in cultural activities, or just gaze at the beautiful sunrise.","mountain, indigenous, eco",Upon Booking,Upon Booking,Upon Booking,1115,"Experience Mountain Village Life 3D2N Tour mountain, indigenous, eco A unique experience in a Bidayuh village situated in the mountains. Spend time here with a trek waterfall, join the locals in a blowpipe game, immerse in cultural activities, or just gaze at the beautiful sunrise."
EX44,Explore Kampung Baru with a Local,Discover Kampung Baru's culture and cuisine with a knowledgeable local guide.,"kampung baru, heritage, tour, food",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,155,5.00  PM - 8.00  PM,Daily,Not Mentioned,4.9,HO15,Fuad,Not Mentioned,https://www.airbnb.com/experiences/157841,Discover Kampung Baru's culture and cuisine with a knowledgeable local guide.,"kampung baru, heritage, tour, food",5.00 p.m. - 8.00 p.m.,Daily,Not Mentioned,77.5,"Explore Kampung Baru with a Local kampung baru, heritage, tour, food Discover Kampung Baru's culture and cuisine with a knowledgeable local guide."
EX45,Explore the Origin of Kuala Lumpur with a Local,"Walking tour through KL's historical sites, exploring stories behind its origin.","kuala lumpur, walking tour, history, culture",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,70,5.00  PM - 7.30  PM,Daily,Not Mentioned,4.9,HO14,Efmike,Not Mentioned,https://www.airbnb.com/experiences/283497,"Walking tour through KL's historical sites, exploring stories behind its origin.","kuala lumpur, walking tour, history, culture",5.00 p.m. - 7.30 p.m.,Daily,Not Mentioned,35,"Explore the Origin of Kuala Lumpur with a Local kuala lumpur, walking tour, history, culture Walking tour through KL's historical sites, exploring stories behind its origin."
EX46,Fatimah Songket Terengganu,Boutique selling handmade traditional songket fabric with intricate gold/silver thread; located in Kuala Terengganu. my67747-fatimah-songket-terengganu.contact.page+1,"songket, weaving, handicraft, terengganu",Arts & Crafts,Kuala Terengganu,Terengganu,150,3000,9:30  AM - 6:00  PM,Daily,Fri,4.8,HO105,Fatimah Songket,09-631 4749,http://fatimahsongketterengganu.blogspot.com BizMalay,Boutique selling handmade traditional songket fabric with intricate gold/silver thread; located in Kuala Terengganu. my67747-fatimah-songket-terengganu.contact.page+1,"songket, weaving, handicraft, terengganu",9.30 a.m. - 6.00 p.m.,Daily,Friday,1575,"Fatimah Songket Terengganu songket, weaving, handicraft, terengganu Boutique selling handmade traditional songket fabric with intricate gold/silver thread; located in Kuala Terengganu. my67747-fatimah-songket-terengganu.contact.page+1"
EX47,Festival Lentera Putrajaya,"Lantern-themed festival featuring light displays, performances, and family-friendly attractions.","festival, lantern, night event, putrajaya",Festivals & Performances,Putrajaya,Putrajaya,0,10,7:00  PM - 11:00  PM,Annual Event,Not Mentioned,4.9,HO71,Lentera Festival Team,011-1200 3345,https://www.facebook.com/FestivalLenteraPutrajaya,"Lantern-themed festival featuring light displays, performances, and family-friendly attractions.","festival, lantern, night event, putrajaya",7.00 p.m. - 11.00 p.m.,Annual event,Not Mentioned,5,"Festival Lentera Putrajaya festival, lantern, night event, putrajaya Lantern-themed festival featuring light displays, performances, and family-friendly attractions."
EX48,Festival Wayang Wong 2025,"A Javanese theater festival in Johor blending dance, music, and drama celebrating traditional heritage.","festival, performing arts, heritage",Festivals & Performances,"Keraton Mbah Anang, Muar Johor",Johor,0,0,8.00 pm - 11.00 pm,18 -19 October,Not Mentioned,3.8,HO159,Persatuan Jawa Parit Bugis Johor,013-679 3242,https://www.facebook.com/PJPBM/,"A Javanese theater festival in Johor blending dance, music, and drama celebrating traditional heritage.","festival, performing arts, heritage",8.00 p.m. - 11.00 p.m.,18 - 19 october,Not Mentioned,0,"Festival Wayang Wong 2025 festival, performing arts, heritage A Javanese theater festival in Johor blending dance, music, and drama celebrating traditional heritage."
EX49,Floating Market Sri Tanjung Tumpat,A lively floating market where local vendors sell traditional Kelantanese food and crafts from boats.,"market, culture, local food, kelantan",Festivals & Performances,Tumpat,Kelantan,1,2,8  AM - 5.00  PM,"Friday, Saturday",Sunday - Thursday,4.4,HO130,Floating Market Sri Tanjung Tumpat,012-988 9696,https://www.facebook.com/sritanjungislandresort/?locale=ms_MY,A lively floating market where local vendors sell traditional Kelantanese food and crafts from boats.,"market, culture, local food, kelantan",8.00 a.m. - 5.00 p.m.,"Friday, saturday",Sunday - Thursday,1.5,"Floating Market Sri Tanjung Tumpat market, culture, local food, kelantan A lively floating market where local vendors sell traditional Kelantanese food and crafts from boats."
EX50,Fusion Wayang Kulit Gallery,Fusion Wayang Kulit is a  team that is invested in reviving this traditional wayang kulit / shadow puppet art by merging it with the digital/multimedia realm. We provide services such as: customize puppet design and performance,"culture, arts, performance",Festivals & Performances,"GM-3-29, 3rd floor, GMBB KL, 3rd floor, No, 2, Jalan Robertson, Kuala Lumpur, Malaysia",Kuala Lumpur,90,180,11 am - 8 pm,Daily,Not Mentioned,5,HO171,Tintoy Chuo & Take Huat,fusionwayangkulit@gmail.com,https://www.fusionwayangkulit.com/,Fusion Wayang Kulit is a team that is invested in reviving this traditional wayang kulit / shadow puppet art by merging it with the digital/multimedia realm. We provide services such as: customize puppet design and performance,"culture, arts, performance",11.00 a.m. - 8.00 p.m.,Daily,Not Mentioned,135,"Fusion Wayang Kulit Gallery culture, arts, performance Fusion Wayang Kulit is a team that is invested in reviving this traditional wayang kulit / shadow puppet art by merging it with the digital/multimedia realm. We provide services such as: customize puppet design and performance"
EX51,Galeri Tekatan Benang Emas,"Galeri Tekatan Benang Emas in Perak showcases the traditional Malay embroidery art of gold thread stitching. Visitors can admire exquisite handcrafted textiles and learn how artisans preserve this intricate heritage craft, blending elegance, tradition, and cultural pride.","embroidery, gold thread, craft, heritage, arts, handmade, culture, Perak",Arts & Crafts,"33000, 73, Kampung Padang Changkat, Bukit Chandan, 33000 Kuala Kangsar, Perak",Perak,0,3,10.00  AM - 5.00  PM,Daily,Sunday,5,HO144,Hajah Azizah,Not Mentioned,https://www.facebook.com/hajjahazizahyusof/?locale=ms_MY,"Galeri Tekatan Benang Emas in Perak showcases the traditional Malay embroidery art of gold thread stitching. Visitors can admire exquisite handcrafted textiles and learn how artisans preserve this intricate heritage craft, blending elegance, tradition, and cultural pride.","embroidery, gold thread, craft, heritage, arts, handmade, culture, perak",10.00 a.m. - 5.00 p.m.,Daily,Sunday,1.5,"Galeri Tekatan Benang Emas embroidery, gold thread, craft, heritage, arts, handmade, culture, perak Galeri Tekatan Benang Emas in Perak showcases the traditional Malay embroidery art of gold thread stitching. Visitors can admire exquisite handcrafted textiles and learn how artisans preserve this intricate heritage craft, blending elegance, tradition, and cultural pride."
EX52,Galeri Tenun Pahang,"A gallery displaying and selling authentic Tenun Pahang sarongs, shawls, and garments while promoting the region's traditional weaving legacy.","tenunpahang, textiles, handcrafted",Arts & Crafts,Kuantan,Pahang,100,1000,9 AM - 5 PM,Daily,Sunday,4.7,HO153,Galeri Tenun Pahang,-5177955,https://www.facebook.com/galeritenunpahang,"A gallery displaying and selling authentic Tenun Pahang sarongs, shawls, and garments while promoting the region's traditional weaving legacy.","tenunpahang, textiles, handcrafted",9.00 a.m. - 5.00 p.m.,Daily,Sunday,550,"Galeri Tenun Pahang tenunpahang, textiles, handcrafted A gallery displaying and selling authentic Tenun Pahang sarongs, shawls, and garments while promoting the region's traditional weaving legacy."
